epoch,lr,loss,dice,val_loss,val_dice
0,0.001,10.616829217934027,0.0043019763702558285,10.07359176211887,0.012308641080105544
1,0.001,9.184609884895929,0.08935832674646396,8.351102352142334,0.1876534879958186
2,0.001,7.628370495104209,0.2917479152789635,7.780270748668247,0.27103508097792556
3,0.001,7.259716661238089,0.3456726487772149,7.729735155900319,0.2831851624122721
4,0.001,7.054760450997004,0.3687107634560701,8.003982000880772,0.26238704889826486
5,0.001,6.95995782061321,0.38210956208953584,7.452871256404453,0.3423770967547658
6,0.001,6.805179331360794,0.41149585997692417,7.143162422709995,0.38455486476978257
7,0.001,6.6497846899963005,0.4277386708112368,7.021065804693434,0.3933922945619294
8,0.001,6.632517249845877,0.41367687870333886,6.973352743519677,0.3955149242513138
9,0.001,6.494471233428978,0.450162760889461,7.339143898752001,0.35122030086203754
10,0.001,6.497503805451277,0.4338802092061618,7.283740268813239,0.36355083513634623
11,0.001,6.379112021225255,0.4604326705145963,6.843424591753218,0.4150019930392649
12,0.001,6.350559182646798,0.46919772372673196,7.101555148760478,0.38757416732112415
13,0.001,6.367698422655827,0.46227509596131433,6.895901070700751,0.40494065262968637
14,0.001,6.292407495946419,0.46774684322711274,7.0020044048627215,0.39323743213571727
15,0.001,6.298165633547597,0.469815084820952,6.779047926266988,0.4224223714660949
16,0.001,6.188376880637029,0.4870881047190708,6.700266063213348,0.4352081628411003
17,0.001,6.213148197386323,0.48456786207227065,7.1240346564186945,0.3742587371121268
18,0.001,6.16836398403819,0.4882636668620113,6.649149530463749,0.4578675179340073
19,0.001,6.165396548989342,0.4971575665514508,6.698444194263882,0.441670053265095
20,0.001,6.079192183730079,0.5035847490007177,6.888675663206312,0.41961103836316327
21,0.001,6.136800386556765,0.49423777611599123,6.952136470211877,0.4118996158940316
22,0.001,6.056620395946793,0.5095972007200482,6.639433748192257,0.4325253061869076
23,0.001,6.069168477160175,0.5178078227157455,6.682080845038096,0.4524410168204225
24,0.001,6.075756604351649,0.5109739964426093,6.657330519623226,0.43218345698178606
25,0.001,6.038865174825599,0.5132020169087819,6.563609222571055,0.44662025122361254
26,0.001,5.9846906334888645,0.5252257183595789,6.475087106227875,0.4797132114632029
27,0.001,5.993135378855031,0.527162521914874,6.655830098523034,0.43228226991361685
28,0.001,5.973806549863117,0.5311776629385885,6.598363551828596,0.45575542265622077
29,0.001,5.929809902499362,0.5269378959915374,6.547989186313417,0.457477511171814
30,0.001,5.90319653073462,0.5439302929205162,6.685168743133545,0.44408189799058984
31,0.001,5.925536270185215,0.5273124351513017,6.523723595672184,0.4552146356432145
32,0.001,5.876358213584598,0.5414628366446836,7.032450192504459,0.3802810553268516
33,0.001,5.855508198461881,0.5419811543907455,6.546883086363475,0.4501964226655731
34,0.001,5.8162827139220585,0.5520995188805928,6.638783315817515,0.4588538022008015
35,0.001,5.844857912964937,0.5449845441960768,6.418168120914036,0.49153952680532875
36,0.001,5.840867865739799,0.5474763051842222,6.488701224327087,0.46690770343963156
37,0.001,5.822165825018069,0.5504599163577039,6.663443870014614,0.4365222184232789
38,0.001,5.768757865923207,0.5458452069693666,6.5518620974487725,0.4698966079718865
39,0.001,5.77611570532729,0.5473638832497552,6.7278732193840876,0.4518810423600718
40,0.001,5.719754739505489,0.569211068152335,6.544214043352339,0.4699772958120646
41,0.001,5.796491142453217,0.5453371326218367,6.417370190223058,0.4806878879778151
42,0.001,5.670118854903594,0.567437777423616,6.5903452436129255,0.44035866284887476
43,0.001,5.686818063622567,0.5821249262942956,6.484686487250858,0.45857564278937146
44,0.001,5.668163263943137,0.5666020425180872,6.439304692877664,0.47532619531574244
45,0.001,5.690469641511033,0.5731198071884221,6.393939253356722,0.4806010430094838
46,0.001,5.637746055678623,0.5801590938461407,6.465836395819982,0.4762839248082957
47,0.001,5.643865757235667,0.5865035873146258,6.405039618412654,0.46887596682523597
48,0.001,5.624750102438578,0.584979791223774,6.411081691582997,0.49613963291882296
49,0.001,5.6091140188821935,0.5743596090209172,6.390927500194973,0.47126210325602635
50,0.001,5.6020799544526305,0.5704726890747228,6.36927670902676,0.4958324146642228
51,0.001,5.5699907971954925,0.5861274620438667,6.415054248438941,0.4816970571746084
52,0.001,5.566943489196824,0.5943023114154331,6.428012861145867,0.4688181640562208
53,0.001,5.554243064144763,0.5962009458866203,6.417087150944604,0.477616595662458
54,0.001,5.526108575666823,0.5983373130578292,6.39828399154875,0.4949654397666352
55,0.001,5.531604132637745,0.5877124574888916,6.413623376025094,0.4691117184749263
56,0.001,5.488463816482846,0.60306193070182,6.365778022342258,0.4854107021983777
57,0.001,5.4837834696944165,0.6042741578005412,6.465626216597027,0.48703567633505584
58,0.001,5.491914922689519,0.6024477244329071,6.319753626982371,0.4955775961875545
59,0.001,5.436288314621623,0.6046558666779236,6.285645534594853,0.5053857194849235
60,0.001,5.437472308736022,0.6217786063520614,6.292737937635845,0.4979382353922387
61,0.001,5.451045551678029,0.6056993202417862,6.436887251006232,0.48680452205262675
62,0.001,5.401331839401547,0.6205997912457593,6.327330523067051,0.4980537511051224
63,0.001,5.399229958835171,0.6094818783373052,6.258163068029615,0.5126450105650755
64,0.001,5.417722024205254,0.6195592608553905,6.35036286049419,0.5069343997291814
65,0.001,5.3503117717620805,0.6286905662159754,6.274340073267619,0.5086635574979157
66,0.001,5.36447760099318,0.628641186448497,6.338526533709632,0.49875651085967565
67,0.001,5.37754974641451,0.6314045547889535,6.278144674168693,0.5061182677452073
68,0.001,5.364968999856856,0.6252039598178304,6.21056843135092,0.511124718012444
69,0.001,5.358332148048936,0.6231505388327011,6.218708680735694,0.5230011802487167
70,0.001,5.315388817249275,0.6405654332025934,6.251728925440046,0.5178167373481223
71,0.001,5.339961916208267,0.6338859639258152,6.275817192263073,0.5078046248453973
